filename;spotify_url;categoria;revisar;type
Dschinghis Khan - Moskau;https://open.spotify.com/track/5t77UGzgSBRDDnaxJvE9R3;alta-agresiva;FALSE;train
John Travolta, Olivia Newton-John - You're The One That I Want - From “Grease”;https://open.spotify.com/track/0B9x2BRHqj3Qer7biM3pU3;alta-agresiva;FALSE;train
KISS - I Was Made For Lovin' You;https://open.spotify.com/track/07q0QVgO56EorrSGHC48y3;alta-agresiva;FALSE;train
Lady Gaga - Americano;https://open.spotify.com/track/1sRByD63uI8ZJAOSPDczXF;alta-agresiva;FALSE;train
Måneskin - Beggin';https://open.spotify.com/track/3Wrjm47oTz2sjIgck11l5e;alta-agresiva;FALSE;train
Queen - Don't Stop Me Now - ...Revisited;https://open.spotify.com/track/3INsYP1Y8GG4qJvBsKCdXC;alta-agresiva;FALSE;train
System Of A Down - Chop Suey!;https://open.spotify.com/track/2DlHlPMa4M17kufBvI2lEN;alta-agresiva;FALSE;train
Fleetwood Mac - The Chain - 2004 Remaster;https://open.spotify.com/track/5e9TFTbltYBg2xThimr0rU;incrementable-decreciente;FALSE;train
Radiohead - Creep;https://open.spotify.com/track/70LcF31zb1H0PyJoS1Sx1r;incrementable-decreciente;FALSE;train
Marvin Gaye, Tammi Terrell - Ain't No Mountain High Enough;https://open.spotify.com/track/7tqhbajSfrz2F7E1Z75ASX;incrementable-decreciente;FALSE;train
The Animals - House of the Rising Sun;https://open.spotify.com/track/4mn2kNTqiGLwaUR8JdhJ1l;incrementable-decreciente;FALSE;train
Foreigner - I Want to Know What Love Is - 1999 Remaster;https://open.spotify.com/track/1JLn8RhQzHz3qDqsChcmBl;incrementable-decreciente;FALSE;train
Journey - Don't Stop Believin' (2022 Remaster);https://open.spotify.com/track/5RKQ5NdjSh2QzD4MaunT91;incrementable-decreciente;FALSE;train
System Of A Down - Lonely Day;https://open.spotify.com/track/1VNWaY3uNfoeWqb5U8x2QX;incrementable-decreciente;FALSE;train
Frankie Valli - Can't Take My Eyes off You;https://open.spotify.com/track/0bfvHnWWOeU1U5XeKyVLbW;incrementable-decreciente;FALSE;train
Queen - Somebody To Love - Remastered 2011;https://open.spotify.com/track/4rDbp1vnvEhieiccprPMdI;incrementable-decreciente;FALSE;train
Billy Joel - Piano Man;https://open.spotify.com/track/70C4NyhjD5OZUMzvWZ3njJ;incrementable-decreciente;FALSE;train
Air Supply - Making Love Out of Nothing at All;https://open.spotify.com/track/188ogJrKez9zzsidIg22X8;incrementable-decreciente;FALSE;train
Shawn Mendes - There's Nothing Holdin' Me Back;https://open.spotify.com/track/7JJmb5XwzOO8jgpou264Ml;incrementable-decreciente;FALSE;train
Surf Curse - Freaks;https://open.spotify.com/track/7EkWXAI1wn8Ii883ecd9xr;alta-ritmica;TRUE;train
Engelbert Humperdinck - A Man Without Love;https://open.spotify.com/track/0oUBuOO4g9P4lREqfqR5nq;incrementable-decreciente;FALSE;train
Queen - Bohemian Rhapsody - Remastered 2011;https://open.spotify.com/track/4u7EnebtmKWzUH433cf5Qv;incrementable-decreciente;FALSE;train
George Michael - Careless Whisper - Remastered;https://open.spotify.com/track/5ac3D4hNLW7NFhYFCThXgh;incrementable-decreciente;FALSE;train
The Righteous Brothers - Unchained Melody;https://open.spotify.com/track/2qhASBzpbFhPRtrnZ5lLnz;incrementable-decreciente;TRUE;train
Twenty One Pilots - Ride;https://open.spotify.com/track/2Z8WuEywRWYTKe1NybPQEW;incrementable-decreciente;FALSE;train
OneRepublic - Counting Stars;https://open.spotify.com/track/2tpWsVSb9UEmDRxAl1zhX1;incrementable-decreciente;FALSE;train
The White Stripes - Seven Nation Army;https://open.spotify.com/track/3dPQuX8Gs42Y7b454ybpMR;incrementable-decreciente;FALSE;train
Led Zeppelin - Stairway to Heaven - Remaster;https://open.spotify.com/track/5CQ30WqJwcep0pYcV4AMNc;incrementable-decreciente;FALSE;train
LP - Lost on You;https://open.spotify.com/track/2NttzQ2kuVFFmEa8q4rsbu;incrementable-decreciente;FALSE;train
The Rolling Stones - (I Can't Get No) Satisfaction - Mono;https://open.spotify.com/track/2PzU4IB8Dr6mxV3lHuaG34;alta-ritmica;TRUE;train
The Verve - Bitter Sweet Symphony - Remastered 2016;https://open.spotify.com/track/57iDDD9N9tTWe75x6qhStw;alta-ritmica;TRUE;train
Tally Hall - The Bidding;https://open.spotify.com/track/0HBrtXJohbIW4IhPZ50GmH;incrementable-decreciente;FALSE;train
Bonnie Tyler - Total Eclipse of the Heart;https://open.spotify.com/track/7wuJGgpTNzbUyn26IOY6rj;incrementable-decreciente;FALSE;train
Declan McKenna - Slipping Through My Fingers;https://open.spotify.com/track/5GRarkYarOgejsLCxLprQD;baja-contemplativa;FALSE;train
Mason Ramsey - Blue Over You;https://open.spotify.com/track/4eirfucQkOubIOr2Zt17RE;baja-contemplativa;FALSE;train
Marilyn Manson - Sweet Dreams (Are Made Of This);https://open.spotify.com/intl-es/track/2302lUwfZ4S4dVyPOCDFnQ?si=f3ef6962ee034655;alta-agresiva;FALSE;train
Aerosmith - Cryin';https://open.spotify.com/track/4t1fWWJQs5V9YErfsrDslC;alta-agresiva;FALSE;train
Lars Eriksson - Who Are You Counting On;https://open.spotify.com/track/14n5g2mbrjjGjx5ISpciQL;baja-contemplativa;FALSE;train
Bon Jovi - You Give Love A Bad Name;https://open.spotify.com/intl-es/track/2TofEeQobQ9YoK7EFds698?si=068d97a7c3de46f2;alta-agresiva;FALSE;train
Judas;https://open.spotify.com/intl-es/track/7F25roCtYi55JouckaayPC?si=4ccb49773c984d55;alta-agresiva;FALSE;train
So It Goes;https://open.spotify.com/intl-es/track/7hE24vyh8nj2dzLadtqOCh?si=366792c2e2884567;baja-contemplativa;FALSE;train
Tomorrow;https://open.spotify.com/intl-es/track/1bIj8iHo9YETUmmtfoXle7?si=169e820be9944c54;alta-agresiva;FALSE;train
10cc - I'm Not In Love;https://open.spotify.com/track/5HQEmiV2lKnSO6qa2fsR7x;;;val
4 Non Blondes - What's Up;https://open.spotify.com/intl-es/track/0jWgAnTrNZmOGmqgvHhZEm?si=e6cf6a2fd66c442e;;;val
a-ha - Take on Me;https://open.spotify.com/track/2WfaOiMkCvy7F5fcp2zZ8L;;;val
ABBA - Dancing Queen;https://open.spotify.com/track/0GjEhVFGZW8afUYGChu3Rr;;;val
ABBA - Fernando;https://open.spotify.com/track/4BM8yJ0PzBi2ZewpMTOxtx;;;val
ABBA - Gimme! Gimme! Gimme! (A Man After Midnight);https://open.spotify.com/track/3vkQ5DAB1qQMYO4Mr9zJN6;;;val
ABBA - Money, Money, Money;https://open.spotify.com/track/3lKN03PDeBnXZS7sDukRBt;;;val
ABBA - Super Trouper;https://open.spotify.com/track/0J2p4KYdr6Mg4ET6JPlbe1;;;val
ABBA - Voulez-Vous;https://open.spotify.com/track/17OqI90oTFZ3J8PVu6j07V;;;val
ACDC - Highway to Hell;https://open.spotify.com/intl-es/track/2zYzyRzz6pRmhPzyfMEC8s?si=f9d3cb7049dc43b5;;;val
ACDC - Thunderstruck;https://open.spotify.com/intl-es/track/57bgtoPSgt236HzfBOd8kj?si=320357b21a464344;;;val
Ace of Base - The Sign;https://open.spotify.com/track/0hrBpAOgrt8RXigk83LLNE;;;val
Adele - Rolling in the Deep;https://open.spotify.com/track/1c8gk2PeTE04A1pIDH9YMk;;;val
Aerosmith - Dream On;https://open.spotify.com/track/1xsYj84j7hUDDnTTerGWlH;;;val
Aerosmith - I Don't Want To Miss A Thing - Pop Mix;https://open.spotify.com/track/1xEEN1FMnnrJmdhbCWXCQj;;;val
Alexander Rybak - Europe´s Skies;https://open.spotify.com/track/6AeJ1NHPJl41MlQO9mBRMe;;;val
Alexander Rybak - Fairytale;https://open.spotify.com/track/3MnAsEBBsEj86d03RgO4EM;;;val
Alphaville - Forever Young;https://open.spotify.com/track/4S1VYqwfkLit9mKVY3MXoo;;;val
Alvadore - Hundreds;https://open.spotify.com/track/79FEsD1LvuR0RpdvYQ1AxP;;;val
Andy Gibb - I Just Want To Be Your Everything;https://open.spotify.com/track/5EdlwzcgIAYs2HGvOnczPN;;;val
Augustana - Looking for the Door;https://open.spotify.com/track/2RjYM6uHFkuHuoylFKIxIM;;;val
B.J. Thomas - Raindrops Keep Fallin' On My Head;https://open.spotify.com/track/2s1Yh0AywJhLsKKZ9vM0tm;;;val
B.o.B, Bruno Mars - Nothing on You;https://open.spotify.com/track/2A5YAFeEwGi7KlGMYRf5dX;;;val
Beach Bunny - Prom Queen;https://open.spotify.com/track/6GJdFTOm23lC5bqjYSMJTj;;;val
Bee Gees - How Deep Is Your Love;https://open.spotify.com/track/2JoZzpdeP2G6Csfdq5aLXP;;;val
Bee Gees - More Than A Woman - From 'Saturday Night Fever' Soundtrack;https://open.spotify.com/intl-es/track/49OMJ1prsRA7ZYgrAjz70c?si=b26655f01ee24c40;;;val
Bee Gees - Night Fever - From 'Saturday Night Fever' Soundtrack;https://open.spotify.com/intl-es/track/49OMJ1prsRA7ZYgrAjz70c?si=d1b9d8a06ffa4e8c;;;val
Ben E. King - Stand By Me;https://open.spotify.com/track/7jmHyHMEqm9MJWiMAneF05;;;val
Berlin - Take My Breath Away;https://open.spotify.com/track/1hZJcuz9iMoz6tLkFlIaUy;;;val
Bill Medley, Jennifer Warnes - (I've Had) The Time Of My Life - From 'Dirty Dancing' Soundtrack;https://open.spotify.com/intl-es/track/6W7ztLBiRzBN46ZaPAcQ0F?si=ecfc9ef38dfa4f2a;;;val
Billy Idol - Eyes Without A Face;https://open.spotify.com/track/0pUVeEgZuNyFzIMKp67RbS;;;val
Billy Joel - Uptown Girl;https://open.spotify.com/track/5zA8vzDGqPl2AzZkEYQGKh;;;val
Blondie - Call Me;https://open.spotify.com/track/7HKxTNVlkHsfMLhigmhC0I;;;val
Blondie - Heart Of Glass - Remix;https://open.spotify.com/track/2HhBmnL8kVYaevaaCsnMVB;;;val
Blondie - The Tide Is High - Edit;https://open.spotify.com/track/165NAtd2DRPKNQ6EVY0VG9;;;val
Blue Swede, Björn Skifs - Hooked On A Feeling;https://open.spotify.com/track/6Ac4NVYYl2U73QiTt11ZKd;;;val
Bonnie Tyler - It's a Heartache;https://open.spotify.com/track/1Y7VG310Lf5IYP7sVOob4X;;;val
Carl Douglas - Kung Fu Fighting;https://open.spotify.com/track/7K8QsHbmUpSX37oOCL4e2g;;;val
Chezile - Beanie;https://open.spotify.com/track/5e0b9LgOfi3aJSKXFcOWRe;;;val
Chubby Checker - Let's Twist Again;https://open.spotify.com/track/1INWPr855fwWdAOeecbu0W;;;val
Chuck Berry - Johnny B. Goode;https://open.spotify.com/track/2QfiRTz5Yc8DdShCxG1tB2;;;val
Classics IV - Stormy;https://open.spotify.com/track/0Dn130TEDADOUN6TrZSpLr;;;val
Creedence Clearwater Revival - Have You Ever Seen The Rain;https://open.spotify.com/track/2LawezPeJhN4AWuSB0GtAU;;;val
Cutting Crew - (I Just) Died In Your Arms;https://open.spotify.com/track/4ByEFOBuLXpCqvO1kw8Wdm;;;val
Cyndi Lauper - Girls Just Want to Have Fun;https://open.spotify.com/track/4y1LsJpmMti1PfRQV9AWWe;;;val
Cyndi Lauper - Time After Time;https://open.spotify.com/track/1Jj6MF0xDOMA3Ut2Z368Bx;;;val
d4vd - Romantic Homicide;https://open.spotify.com/track/1xK59OXxi2TAAAbmZK0kBL;;;val
Daryl Hall & John Oates - Maneater;https://open.spotify.com/track/7j74lucZ59vqN67Ipe2ZcY;;;val
Dawn, Tony Orlando - Tie a Yellow Ribbon Round the Ole Oak Tree (feat. Tony Orlando) - 1998 Remastered;https://open.spotify.com/track/12UzVR0M7asW2MHAZRJk0I;;;val
Dawn, Tony Orlando - Tie a Yellow Ribbon Round the Ole Oak Tree (feat. Tony Orlando);https://open.spotify.com/track/2EnzSQ4CcxxpBrTGvS85Wz;;;val
Dead Or Alive - You Spin Me Round (Like a Record);https://open.spotify.com/track/1ChulFMnwxoD74Me8eX2TU;;;val
Dean Martin - Everybody Loves Somebody;https://open.spotify.com/track/5I9sHwLDX28tLtzVgKLtpr;;;val
Dean Martin - That's Amore;https://open.spotify.com/track/64MgjDp6ijaLvS3T83JHX9;;;val
Dexys Midnight Runners - Come On Eileen;https://open.spotify.com/track/3MrWxJaD2AT0W9DjWF64Vm;;;val
Dion - Runaround Sue;https://open.spotify.com/track/1DndHckdH9m5rp6gYP086b;;;val
Dire Straits - Sultans Of Swing;https://open.spotify.com/track/37Tmv4NnfQeb0ZgUC4fOJj;;;val
Djo - End of Beginning;https://open.spotify.com/track/3qhlB30KknSejmIvZZLjOD;;;val
DNCE - Cake By The Ocean;https://open.spotify.com/track/76hfruVvmfQbw0eYn1nmeC;;;val
Electric Light Orchestra - Mr. Blue Sky;https://open.spotify.com/track/2RlgNHKcydI9sayD2Df2xp;;;val
Elton John - I'm Still Standing;https://open.spotify.com/track/1jDJFeK9x3OZboIAHsY9k2;;;val
Elvis Presley - Burning Love;https://open.spotify.com/track/7zMUCLm1TN9o9JlLISztxO;;;val
Empire Of The Sun - We Are The People;https://open.spotify.com/track/3zEN0ii6s4DHHBpnTp3RP7;;;val
Europe - The Final Countdown;https://open.spotify.com/track/3MrRksHupTVEQ7YbA0FsZK;;;val
Eurythmics, Annie Lennox, Dave Stewart - Sweet Dreams (Are Made of This) - 2005 Remaster;https://open.spotify.com/track/1TfqLAPs4K3s2rJMoCokcS;;;val
Eyedress - Jealous;https://open.spotify.com/track/1aXV8GrmQLvgoFtBPERP7E;;;val
F.R. David - Words - Original Version 1983;https://open.spotify.com/track/1HPJOoIVdUPuaebxzMrVaD;;;val
Fools Garden - Lemon Tree;https://open.spotify.com/track/2epbL7s3RFV81K5UhTgZje;;;val
Foster The People - Pumped Up Kicks;https://open.spotify.com/track/7w87IxuO7BDcJ3YUqCyMTT;;;val
Frank Sinatra, Count Basie - Fly Me To The Moon;https://open.spotify.com/track/2dR5WkrpwylTuT3jRWNufa;;;val
fun., Janelle Monáe - We Are Young (feat. Janelle Monáe);https://open.spotify.com/track/5rgy6ghBq1eRApCkeUdJXf;;;val
Gary Jules, Michael Andrews - Mad World;https://open.spotify.com/track/3JOVTQ5h8HGFnDdp4VT3MP;;;val
George Harrison - Got My Mind Set on You;https://open.spotify.com/track/4wswaG5vmNINMZcVBsAyBP;;;val
Glen Campbell - Southern Nights;https://open.spotify.com/track/7kv7zBjMtVf0eIJle2VZxn;;;val
Gloria Gaynor - I Will Survive - Original 7' Version;https://open.spotify.com/intl-es/track/6fw12s3vAJQAt7lbICodwC?si=e10f06c5cc114b6c;;;val
Goodnight, Texas - A Bank Robber's Nursery Rhyme;https://open.spotify.com/track/0Sl9ZPmJDMSmslkhRn5W3i;;;val
Gorillaz - O Green World;https://open.spotify.com/track/4hNPMfFHauPIbOKvdYqFt7;;;val
Gorillaz - On Melancholy Hill;https://open.spotify.com/track/0q6LuUqGLUiCPP1cbdwFs3;;;val
Gorillaz - Sleeping Powder;https://open.spotify.com/track/5pE9vMyvVNOpZFutt6lyy4;;;val
Gorillaz, Bootie Brown - Dirty Harry (feat. Bootie Brown);https://open.spotify.com/track/2bfGNzdiRa1jXZRdfssSzR;;;val
Gorillaz, De La Soul - Feel Good Inc.;https://open.spotify.com/track/0d28khcov6AiegSCpG5TuT;;;val
Gorillaz, Del The Funky Homosapien - Clint Eastwood;https://open.spotify.com/track/1RKUoGiLEbcXN4GY4spQDx;;;val
Gorillaz, Kali Uchis - She's My Collar (feat. Kali Uchis);https://open.spotify.com/track/3lIxtCaROdRDuTnNBDm3n2;;;val
Gorillaz, MF DOOM - November Has Come;https://open.spotify.com/track/6lrDckuosGpwEHtm1hHBcf;;;val
Gorillaz, Miho Hatori, Tina Weymouth - 19-2000;https://open.spotify.com/track/71koAFCnGnugRdGIDfS7f4;;;val
Gotye, Kimbra - Somebody That I Used To Know;https://open.spotify.com/track/1qDrWA6lyx8cLECdZE7TV7;;;val
Harmless - Swing Lynn;https://open.spotify.com/track/3VCXx37jNGNOMns6z2OnvJ;;;val
Harry Styles - Sign of the Times;https://open.spotify.com/track/5Ohxk2dO5COHF1krpoPigN;;;val
Hot Chocolate - Every 1's a Winner - Single Version;https://open.spotify.com/track/5MXXbGYNmRHR7ULMvZYo5R;;;val
